,call_id,primary_call_reason
147,3384912975,Post_Flight
148,2049935935,Irrops
149,2684115029,Upgrade
150,585740895,Seating
151,4124838721,Irrops
152,4143899688,Seating
153,5888839821,Voluntary_Cancel
154,5887855579,Mileage_Plus
155,2328809947,Booking
156,2258976474,Products&Services
157,9493952202,Irrops
158,8350670977,Mileage_Plus
159,998095929,Irrops
160,5974121962,Irrops
161,5702105939,Post_Flight
162,4808821794,Products&Services
163,471919827,Seating
164,8245792247,Irrops
165,3326242904,Voluntary_Change
166,625472288,Irrops
167,529250087,Booking
168,369511808,Post_Flight
169,1790444108,Seating
170,9275253129,Irrops
171,3063375824,Post_Flight
172,3857653673,Mileage_Plus
173,8567122492,Irrops
174,8487711690,Seating
175,1865141600,Baggage
176,186231552,Irrops
177,1356740595,Baggage
178,3339020161,Check_In
179,9795806060,Irrops
180,2338361322,Checkout
181,7043032013,Voluntary_Change
182,5678060132,Irrops
183,9049645827,Seating
184,345016507,Communications
185,8984018889,Voluntary_Change
186,6761810180,Post_Flight
187,1467423538,Communications
188,3994254298,Voluntary_Change
189,800257006,Irrops
190,7458094693,Communications
191,2764587410,Seating
192,7784917409,Voluntary_Change
193,1841063213,Irrops
194,9605740557,Voluntary_Change
195,9796254073,Communications
196,3794126636,Seating
197,1940316635,Voluntary_Change
198,9252806416,Voluntary_Cancel
199,7096455143,Voluntary_Cancel
200,9424672408,Voluntary_Cancel
201,7841630165,Upgrade
202,7647377134,Voluntary_Change
203,6445984989,Irrops
204,1090870234,Mileage_Plus
205,7130234576,Seating
206,4593315374,Schedule_Change
207,2637809196,Booking
208,2096708473,Voluntary_Change
209,7689704398,Mileage_Plus
210,6655849241,Irrops
211,5401438897,Post_Flight
212,9388435740,Voluntary_Change
213,6626993147,Seating
214,7655517504,Checkout
215,3145934504,Voluntary_Change
216,5123350455,Seating
217,9042144641,Irrops
218,5551744814,Seating
219,9653347069,Checkout
220,6720432788,Seating
221,4330005094,Irrops
222,2109938587,Baggage
223,8804527058,Voluntary_Change
224,750943900,Voluntary_Change
225,8139162586,Voluntary_Cancel
226,6803900104,Traveler_Updates
227,9951665354,Digital_Support
228,2095470727,Mileage_Plus
229,8935422797,Seating
230,6062040810,Post_Flight
231,268434877,Seating
232,4069730994,Checkout
233,2270967234,Mileage_Plus
234,8525506359,Upgrade
235,438834035,Products&Services
236,7064050810,Irrops
237,1115998471,Voluntary_Change
238,5997532308,Voluntary_Change
239,8282302308,Irrops
240,3309013108,Products&Services
241,949356313,Post_Flight
242,1023834783,Digital_Support
243,4573865210,Products&Services
244,7879984493,Irrops
245,5973540535,Check_In
246,7472389791,Booking
247,8136376492,Seating
248,6185985485,Irrops
249,7686758694,Voluntary_Change
250,299696522,Voluntary_Change
251,1453349038,Irrops
252,2967505967,Digital_Support
253,8994453170,Voluntary_Change
254,2394617095,Etc
255,2232566071,Voluntary_Change
256,6966145801,Irrops
257,9492238308,Seating
258,9354619428,Traveler_Updates
259,549811816,Irrops
260,9172030030,Irrops
261,2441100841,Voluntary_Change
262,236200708,Communications
263,1327030172,Baggage
264,952819626,Upgrade
265,5985306243,Voluntary_Cancel
266,3733146045,Irrops
267,2835288734,Check_In
268,7995645761,Irrops
269,2868853212,Disability
270,8230012626,Voluntary_Change
271,6933302571,Mileage_Plus
272,485976349,Post_Flight
273,3105257948,Voluntary_Change
274,8202367642,Irrops
275,9010341069,Voluntary_Change
276,8417820699,Products&Services
277,1950793040,Mileage_Plus
278,2306900525,Post_Flight
279,9231392705,Irrops
280,8577275427,Mileage_Plus
281,5404690471,Booking
282,3130119205,Booking
283,1671923425,Voluntary_Change
284,6758926619,Irrops
285,6223201600,Post_Flight
286,8420443366,Booking
287,2905834995,Mileage_Plus
288,3041785914,Voluntary_Change
289,9101509647,Mileage_Plus
290,9864602260,Irrops
291,3490105367,Voluntary_Change
292,4760241752,Seating
293,6218069933,Upgrade
294,8535860643,Traveler_Updates
295,1169068270,Disability
296,5038767938,Voluntary_Change
297,8511714437,Booking
298,8466115310,Voluntary_Change
299,5696358332,Checkout
300,846754772,Irrops
301,6686149196,Booking
302,1409564740,Voluntary_Change
303,1611351833,Other_Topics
304,3287832914,Baggage
305,5600353623,Seating
306,663217147,Digital_Support
307,427079885,Baggage
308,8485536310,Voluntary_Change
309,9595071536,Voluntary_Change
310,7119272785,Irrops
311,5339333381,Voluntary_Change
312,7614907728,Post_Flight
313,3604539305,Unaccompanied_Minor
314,5534843325,Baggage
315,8276695280,Irrops
316,687556900,Baggage
317,5466287134,Mileage_Plus
318,1253621904,Seating
319,3789748403,Post_Flight
320,4970876319,Etc
321,9828738615,Irrops
322,7081137526,Seating
323,4934241471,Products&Services
324,1590339143,Seating
325,9709475383,Voluntary_Change
326,1462589917,Post_Flight
327,2643601418,Irrops
328,1057239242,Post_Flight
329,2978905220,Voluntary_Change
330,4222898900,Voluntary_Change
331,3125638637,Irrops
332,14764275,Mileage_Plus
333,7964383770,Checkout
334,8239277807,Post_Flight
335,5928177354,Irrops
336,2929358043,Other_Topics
337,3787467796,Communications
338,2442834385,Voluntary_Cancel
339,7482936234,Voluntary_Change
340,2057129972,Voluntary_Cancel
341,4107382830,Irrops
342,3893107295,Mileage_Plus
343,9929777947,Voluntary_Change
344,7610691428,Voluntary_Change
345,705688661,Voluntary_Change
346,4570026865,Voluntary_Change
347,4061527463,Upgrade
348,9104935345,Irrops
349,5454921383,Voluntary_Change
350,7244942091,Irrops
351,499739773,Irrops
352,1983643964,Irrops
353,4310184216,Upgrade
354,90535132,Seating
355,1448159038,Digital_Support
356,2957601500,Voluntary_Change
357,5979620121,Products&Services
358,356494474,Communications
359,8753344381,Other_Topics
360,3721722419,Voluntary_Change
361,7882064642,Communications
362,7161945208,Post_Flight
363,7191631027,Irrops
364,8695597728,Checkout
365,301377921,Irrops
366,4887800277,Check_In
367,1832311010,Irrops
368,2607595464,Voluntary_Change
369,5470656030,Disability
370,1256639207,Voluntary_Change
371,6566436487,Baggage
372,6670386239,Communications
373,674943032,Check_In
374,9708935303,Booking
375,3492978583,Communications
376,2882870170,Voluntary_Change
377,9650167769,Check_In
378,1006836028,Traveler_Updates
379,4957177862,Irrops
380,9046868048,Baggage
381,4350015240,Baggage
382,2835524012,Baggage
383,2985864921,Irrops
384,9844811794,Checkout
385,73275311,Post_Flight
386,3299505695,Irrops
387,9842293950,Irrops
388,559792899,Irrops
389,2616214505,Communications
390,9773233639,Voluntary_Change
391,7832870294,Irrops
392,2504838636,Products&Services
393,3709853620,Post_Flight
394,2910371853,Irrops
395,5231622330,Seating
396,6455833257,Irrops
397,5447500829,Schedule_Change
398,2542830760,Communications
399,8354795813,Voluntary_Cancel
400,2906538157,Etc
401,2544893996,Voluntary_Change
402,1478363853,Upgrade
403,6280508057,Communications
404,2350236185,Irrops
405,2000016087,Voluntary_Change
406,8569640234,Irrops
407,7313285309,Voluntary_Change
408,9058710722,Checkout
409,8752269269,Communications
410,4021928120,Baggage
411,2333945664,Irrops
412,7650547137,Checkout
413,3748862526,Mileage_Plus
414,4288010087,Check_In
415,8646387952,Communications
416,7916748872,Post_Flight
417,4754792346,Digital_Support
418,8248527694,Upgrade
419,8370009226,Mileage_Plus
420,2560410812,Voluntary_Cancel
421,3506152347,Voluntary_Change
422,6396575284,Post_Flight
423,8850613795,Upgrade
424,1364537245,Booking
425,873442489,Booking
426,9682222544,Voluntary_Change
427,6154055520,Irrops
428,9066942076,Irrops
429,6175469461,Post_Flight
430,2208482545,Post_Flight
431,3195348900,Upgrade
432,1860113835,Seating
433,8104918573,Etc
434,6169785491,Voluntary_Change
435,8349540651,Mileage_Plus
436,9656410826,Products&Services
437,6062347990,Digital_Support
438,4831840075,Irrops
439,3644508975,Voluntary_Change
440,3777145088,Irrops
441,1921009834,Etc
442,8486001848,Voluntary_Cancel
443,6392162386,Booking
444,6429863409,Products&Services
445,5996542744,Irrops
446,9977138327,Mileage_Plus
447,6756668322,Check_In
448,7825347813,Communications
449,8502966098,Schedule_Change
450,2026080223,Communications
451,5720687391,Seating
452,9512148049,Booking
453,3950750222,Booking
454,8286652904,Upgrade
455,9262204602,Irrops
456,7692676121,Mileage_Plus
457,6803937559,Communications
458,266985990,Post_Flight
459,773151267,Products&Services
460,7493323122,Seating
461,9012394118,Seating
462,362750685,Irrops
463,5981560581,Etc
464,1143829121,Seating
465,7059404951,Voluntary_Change
466,3383961401,Booking
467,2446607705,Schedule_Change
468,3991135980,Communications
469,470323524,Baggage
470,2699774470,Irrops
471,6768679104,Upgrade
472,5231674066,Irrops
473,9991021433,Irrops
474,6764809453,Voluntary_Change
475,5844224803,Post_Flight
476,4817218180,Irrops
477,8372195846,Voluntary_Change
478,6581525192,Voluntary_Change
479,5227016273,Mileage_Plus
480,2635661305,Irrops
481,1973627202,Voluntary_Change
482,6289186261,Voluntary_Change
483,8986373828,Upgrade
484,5832281313,Communications
485,6028861355,Products&Services
486,2241239101,Baggage
487,5408963287,Irrops
488,6292077444,Seating
489,7303703267,Irrops
490,4925500008,Check_In
491,506312934,Baggage
492,5345949369,Irrops
493,4244937783,Voluntary_Change
494,7443211386,Products&Services
495,6952076532,Seating
496,3509632692,Upgrade
497,6054828967,Irrops
498,2743963352,Mileage_Plus
499,3819142891,Seating
500,1781122902,Irrops
501,5246955663,Seating
502,3639369357,Irrops
503,4222807940,Traveler_Updates
504,1967322792,Voluntary_Change
505,155232998,Mileage_Plus
506,6631946379,Irrops
507,1123904788,Mileage_Plus
508,4023633039,Irrops
509,6046339813,Booking
510,6900851883,Voluntary_Change
511,5767478906,Seating
512,6659995723,Irrops
513,547364376,Upgrade
514,9294844442,Post_Flight
515,8290985178,Products&Services
516,4313685331,Checkout
517,4375012633,Baggage
518,1482850590,Irrops
519,2025546675,Check_In
520,293992815,Irrops
521,9798879733,Irrops
522,1600699534,Booking
523,4384969559,Irrops
524,5859728512,Post_Flight
525,9247766461,Communications
526,6378234977,Voluntary_Change
527,4428930222,Booking
528,2601941468,Irrops
529,3759863743,Irrops
530,8240278894,Mileage_Plus
531,7551584587,Irrops
532,3365872644,Seating
533,8816273145,Check_In
534,477231929,Irrops
535,2938164842,Irrops
536,2930379941,Irrops
537,4261175355,Voluntary_Change
538,4075573598,Baggage
539,2219337877,Digital_Support
540,2159618327,Voluntary_Change
541,2684846799,Irrops
542,6883725065,Mileage_Plus
543,629589508,Voluntary_Change
544,9598034096,Voluntary_Change
545,799512934,Irrops
546,7289613372,Seating
547,2110223673,Voluntary_Cancel
548,7648813153,Post_Flight
549,1315927788,Upgrade
550,6803732981,Voluntary_Change
551,3707244052,Irrops
552,110113510,Baggage
553,641611522,Communications
554,8131828540,Irrops
555,7220932488,Seating
556,8115658559,Upgrade
557,6258087915,Seating
558,9710781341,Booking
559,3826939907,Products&Services
560,8490938969,Post_Flight
561,8730054794,Post_Flight
562,1889587160,Irrops
563,7743968149,Irrops
564,3513793111,Voluntary_Change
565,5666367878,Irrops
566,3008611562,Communications
567,8245050533,Seating
568,2458769648,Voluntary_Change
569,1784620848,Seating
570,4624041541,Post_Flight
571,7230325525,Mileage_Plus
572,4946178668,Upgrade
573,3397117730,Seating
574,1474286295,Products&Services
575,2797353799,Checkout
576,7778944962,Voluntary_Change
577,7155285920,Irrops
578,7132443825,Irrops
579,6341990054,Products&Services
580,5226875352,Mileage_Plus
581,6546179208,Products&Services
582,4036841348,Voluntary_Change
583,9384780326,Irrops
584,3409270010,Seating
585,3573755634,Irrops
586,5844600579,Booking
587,6790249357,Irrops
588,8513208037,Voluntary_Change
589,7174026649,Irrops
590,9523808268,Irrops
591,5549013191,Post_Flight
592,7123615610,Irrops
593,2987351970,Etc
594,3355243007,Voluntary_Change
595,7341952760,Mileage_Plus
596,9772502045,Communications
597,2652362807,Voluntary_Change
598,9746064295,Irrops
599,8313854909,Booking
600,3693330914,Irrops
601,4326326785,Irrops
602,380760544,Mileage_Plus
603,9920088113,Communications
604,3965997730,Voluntary_Cancel
605,4105180930,Mileage_Plus
606,7330107501,Irrops
607,7738282291,Voluntary_Change
608,2590909415,Voluntary_Change
609,2985093760,Mileage_Plus
610,7335200990,Irrops
611,3072744236,Irrops
612,7108225667,Upgrade
613,2570160150,Voluntary_Change
614,5651850536,Irrops
615,7412339540,Voluntary_Change
616,1529054189,Communications
617,1896040705,Products&Services
618,2618339048,Voluntary_Change
619,243041374,Booking
620,5108218875,Seating
621,6358933179,Voluntary_Change
622,2340525438,Irrops
623,3259562522,Mileage_Plus
624,4408678836,Irrops
625,3297807483,Checkout
626,4587814,Irrops
627,698299191,Upgrade
628,408773512,Products&Services
629,3858722740,Irrops
630,1852815751,Irrops
631,5403162875,Seating
632,2617215016,Checkout
633,164929499,Upgrade
634,2489860364,Mileage_Plus
635,2908977873,Irrops
636,5292465529,Mileage_Plus
637,1567620826,Voluntary_Cancel
638,1356942666,Seating
639,2231828620,Checkout
640,2646448808,Etc
641,244711297,Voluntary_Change
642,8688543507,Seating
643,5941773360,Booking
644,1885918488,Seating
645,7210376837,Mileage_Plus
646,6860429508,Schedule_Change
647,6565077632,Voluntary_Change
648,28116487,Voluntary_Change
649,1574660319,Etc
650,2341489069,Irrops
651,4723217884,Communications
652,8037411744,Upgrade
653,4806105556,Irrops
654,9867548614,Communications
655,1152888432,Check_In
656,6757716165,Etc
657,9025859512,Communications
658,3099904094,Post_Flight
659,7065333742,Booking
660,2138554160,Voluntary_Change
661,8807579972,Voluntary_Change
662,2115724172,Mileage_Plus
663,7177682544,Seating
664,6007750243,Irrops
665,8931488117,Seating
666,285872665,Voluntary_Change
667,5227099919,Seating
668,6318162051,Booking
669,2680481962,Voluntary_Change
670,6532607640,Voluntary_Change
671,8009092956,Upgrade
672,4416852233,Post_Flight
673,8259382713,Voluntary_Change
674,1765808092,Traveler_Updates
675,7252849057,Communications
676,6901295904,Mileage_Plus
677,1152841380,Voluntary_Change
678,8943706898,Mileage_Plus
679,1286975658,Voluntary_Change
680,3519540968,Digital_Support
681,2950155979,Irrops
682,6074184380,Mileage_Plus
683,2579245624,Post_Flight
684,1589048482,Baggage
685,1797691475,Voluntary_Change
686,8971220589,Checkout
687,8646525394,Etc
688,349298992,Irrops
689,124921990,Post_Flight
690,7274946822,Products&Services
691,4377594716,Irrops
692,916141562,Upgrade
693,7002981480,Etc
694,7417032874,Irrops
695,7908218136,Voluntary_Change
696,6652643630,Voluntary_Change
697,2885863889,Upgrade
698,4241671863,Etc
699,8502163449,Communications
700,8505200817,Seating
701,2891938976,Seating
702,7151831803,Mileage_Plus
703,5505014538,Irrops
704,9985140841,Irrops
705,3250924452,Products&Services
706,9550752104,Voluntary_Change
707,3482464830,Products&Services
708,4367348751,Voluntary_Change
709,1483057112,Checkout
710,369436965,Voluntary_Change
711,7473599218,Booking
712,3482106201,Post_Flight
713,2836711344,Seating
714,9812212680,Traveler_Updates
715,9814169284,Voluntary_Cancel
716,2406283191,Communications
717,2203622082,Mileage_Plus
718,3222990735,Irrops
719,8444444828,Mileage_Plus
720,2108333386,Baggage
721,4355503019,Seating
722,7657211895,Disability
723,6489227011,Post_Flight
724,3512280672,Irrops
725,5869940622,Seating
726,4633464912,Digital_Support
727,1746979607,Irrops
728,6982659140,Irrops
729,3256707579,Checkout
730,3730154972,Booking
731,6606952927,Post_Flight
732,2913924991,Products&Services
733,8985676953,Post_Flight
734,6051837503,Booking
735,5503083666,Irrops
736,4159369410,Voluntary_Change
737,2600260910,Post_Flight
738,3625791382,Mileage_Plus
739,2547063095,Voluntary_Cancel
740,9410833334,Voluntary_Change
741,6171015031,Seating
742,4561672564,Irrops
743,8915582381,Voluntary_Change
744,2237287661,Voluntary_Change
745,3949332690,Voluntary_Change
746,1205527857,Irrops
747,5452416063,Voluntary_Change
748,1304160316,Baggage
749,7116157273,Voluntary_Cancel
750,4624279867,Mileage_Plus
751,2064147009,Products&Services
752,9081681648,Mileage_Plus
753,1531879729,Products&Services
754,635173784,Communications
755,2275412977,Voluntary_Change
756,333885267,Voluntary_Change
757,9739390322,Communications
758,4598734236,Mileage_Plus
759,5614887597,Post_Flight
760,4728315975,Communications
761,5018668396,Seating
762,7450085028,Seating
763,233603443,Voluntary_Change
764,7358505370,Booking
765,1661408205,Upgrade
766,1361690384,Voluntary_Change
767,4170423029,Digital_Support
768,6490349725,Voluntary_Change
769,6137657306,Irrops
770,8061645751,Irrops
771,4565501488,Voluntary_Change
772,5285993443,Baggage
773,8964239511,Irrops
774,8566871161,Voluntary_Change
775,905600606,Voluntary_Change
776,9001080118,Voluntary_Change
777,9025228897,Seating
778,7196265895,Mileage_Plus
779,2423265753,Seating
780,1033823685,Voluntary_Cancel
781,3333139679,Mileage_Plus
782,7715755246,Booking
783,5007669994,Irrops
784,7813235037,Irrops
785,3728320909,Seating
786,8288589162,Irrops
787,2631144078,Voluntary_Change
788,4396640451,Products&Services
789,5270862294,Booking
790,2951842288,Other_Topics
791,777934134,Upgrade
792,789605690,Voluntary_Change
793,7781356755,Voluntary_Change
794,400511844,Upgrade
795,112234713,Communications
796,440115346,Irrops
797,4634242683,Irrops
798,4032819911,Voluntary_Change
799,138798645,Booking
800,520740007,Voluntary_Change
801,6810847880,Upgrade
802,1271005816,Communications
803,9944054653,Irrops
804,6575846260,Seating
805,5715731646,Voluntary_Cancel
806,7193626219,Upgrade
807,4320185408,Baggage
808,7965549100,Voluntary_Change
809,3048880084,Etc
810,2174027112,Voluntary_Change
811,1278067580,Checkout
812,4806556798,Irrops
813,2396877562,Irrops
814,5602201576,Voluntary_Change
815,4901161667,Irrops
816,6329669007,Products&Services
817,4674020435,Voluntary_Change
818,2363192809,Post_Flight
819,6227152074,Voluntary_Change
820,2936396672,Baggage
821,3876264176,Mileage_Plus
822,1598849618,Mileage_Plus
823,4353737399,Unaccompanied_Minor
824,6023333564,Mileage_Plus
825,7437943868,Seating
826,607499611,Baggage
827,1588930398,Voluntary_Change
828,2703873082,Communications
829,6545281559,Products&Services
830,5644228625,Mileage_Plus
831,2524474518,Products&Services
832,8729379350,Irrops
833,2412662523,Irrops
834,299231018,Seating
835,8338660717,Seating
836,9092260431,Check_In
837,4990841055,Check_In
838,4640670609,Baggage
839,5912944414,Communications
840,5038474962,Post_Flight
841,188153958,Products&Services
842,3655593421,Mileage_Plus
843,1103467992,Check_In
844,863138482,Irrops
845,8469617648,Mileage_Plus
846,891314294,Voluntary_Change
847,3600982480,Upgrade
848,5308869452,Booking
849,2138800376,Booking
850,753241801,Communications
851,3437955542,Irrops
852,2894942088,Products&Services
853,143877568,Upgrade
854,1257819154,Irrops
855,6171204353,Communications
856,7697823348,Upgrade
857,1332249093,Baggage
858,9462518702,Mileage_Plus
859,9176303155,Products&Services
860,4062825417,Irrops
861,5687310105,Communications
862,5395622298,Digital_Support
863,6605850417,Irrops
864,8005334705,Irrops
865,7635073204,Seating
866,6883077200,Etc
867,9822052385,Mileage_Plus
868,4766099546,Post_Flight
869,6820583551,Voluntary_Change
870,2304832380,Voluntary_Change
871,5929253623,Communications
872,9124318749,Booking
873,1212216166,Communications
874,8851303640,Mileage_Plus
875,2926987396,Post_Flight
876,1474461819,Irrops
877,1360721375,Irrops
878,1725556195,Booking
879,7866423910,Irrops
880,1487903984,Seating
881,2493238673,Voluntary_Change
882,6658266117,Mileage_Plus
883,44201418,Checkout
884,1560808206,Products&Services
885,7480189976,Seating
886,6363170199,Other_Topics
887,4623564746,Voluntary_Change
888,3048390170,Irrops
889,9623388303,Voluntary_Change
890,1431010082,Voluntary_Change
891,6949223610,Communications
892,5734505639,Other_Topics
893,4810990636,Seating
894,3797430448,Irrops
895,5243503481,Mileage_Plus
896,1803473414,Irrops
897,2063142071,Products&Services
898,5566677967,Post_Flight
899,5702665849,Products&Services
900,1369269893,Other_Topics
901,7545742588,Products&Services
902,3722670236,Irrops
903,6824161663,Voluntary_Cancel
904,9407275501,Irrops
905,7757003325,Voluntary_Change
906,9982271221,Products&Services
907,6565746861,Digital_Support
908,899366147,Irrops
909,5471260247,Communications
910,4663899060,Mileage_Plus
911,3628219878,Voluntary_Change
912,6121033173,Other_Topics
913,5932954370,Voluntary_Change
914,1560864122,Voluntary_Change
915,2878255662,Schedule_Change
916,3532357667,Seating
917,873151335,Check_In
918,8503133831,Voluntary_Change
919,7338845457,Checkout
920,5106102805,Seating
921,4084124413,Irrops
922,7472570206,Seating
923,9764620279,Irrops
924,5044859788,Upgrade
925,1570725957,Mileage_Plus
926,8127279046,Upgrade
927,9153261425,Voluntary_Change
928,3067054150,Post_Flight
929,6243715217,Communications
930,3145957348,Upgrade
931,7924182640,Irrops
932,6531334194,Upgrade
933,4465457653,Irrops
934,608523615,Voluntary_Cancel
935,7075582452,Traveler_Updates
936,5862313097,Communications
937,3957475334,Communications
938,2324911751,Voluntary_Change
939,1725872298,Check_In
940,3259298730,Irrops
941,2409855258,Voluntary_Change
942,9937284837,Irrops
943,9052042938,Irrops
944,189468601,Products&Services
945,3045436146,Voluntary_Change
946,2960119423,Voluntary_Change
947,482182734,Voluntary_Change
948,6219769449,Voluntary_Change
949,4491483685,Digital_Support
950,5293557678,Mileage_Plus
951,824401608,Irrops
952,103202204,Mileage_Plus
953,2845132660,Voluntary_Cancel
954,9178393626,Baggage
955,4133810276,Mileage_Plus
956,9498851671,Post_Flight
957,4669099801,Seating
958,6335412528,Other_Topics
959,6413371587,Mileage_Plus
960,7775747509,Voluntary_Change
961,278415463,Mileage_Plus
962,7572813644,Mileage_Plus
963,4727231936,Seating
964,784353608,Voluntary_Change
965,1151212806,Post_Flight
966,4155172108,Mileage_Plus
967,9461024647,Seating
968,1001653686,Irrops
969,9214063346,Checkout
970,1245171897,Irrops
971,2337249025,Mileage_Plus
972,5359293852,Digital_Support
973,196626197,Mileage_Plus
974,6074003727,Products&Services
975,7819723430,Irrops
976,6341613002,Check_In
977,1030084696,Seating
978,8351597467,Voluntary_Change
979,4158898602,Schedule_Change
980,1865010558,Voluntary_Cancel
981,4791156095,Irrops
982,2621562803,Seating
983,3910321119,Voluntary_Change
984,2491735396,Checkout
985,3275319502,Upgrade
986,8218834352,Irrops
987,9240068787,Voluntary_Change
988,7911620715,Baggage
989,6414015126,Voluntary_Change
990,1784312686,Products&Services
991,5552605650,Booking
992,6366898946,Voluntary_Change
993,1102095703,Upgrade
994,8144603704,Post_Flight
995,7547809679,Post_Flight
996,8542657305,Voluntary_Change
997,8638470886,Check_In
998,4558531722,Digital_Support
999,6379464763,Irrops
1000,3379992646,Post_Flight
1001,1229338688,Check_In
1002,2816039002,Traveler_Updates
1003,9004012005,Voluntary_Change
1004,7300512026,Mileage_Plus
1005,3596817078,Digital_Support
1006,6554951645,Irrops
1007,8925526294,Mileage_Plus
1008,810319916,Seating
1009,8960689724,Checkout
1010,5270851997,Seating
1011,8942181336,Upgrade
1012,3965867095,Voluntary_Change
1013,1814410801,Checkout
1014,5800603607,Irrops
1015,4232176107,Upgrade
1016,5036982053,Booking
1017,1176131832,Communications
1018,3824807387,Mileage_Plus
1019,9332349989,Communications
1020,4356365962,Voluntary_Change
1021,8501472786,Voluntary_Change
1022,9369517493,Irrops
1023,5171763651,Seating
1024,3064125908,Checkout
1025,6757235135,Voluntary_Change
1026,3742208109,Baggage
1027,7033056491,Irrops
1028,2776838607,Voluntary_Change
1029,3194031845,Seating
1030,376547648,Voluntary_Change
1031,4562912092,Checkout
1032,7918632723,Seating
1033,7228298269,Baggage
1034,9638755834,Voluntary_Change
1035,6157516011,Mileage_Plus
1036,2074155563,Seating
1037,7571365446,Voluntary_Change
1038,7260122877,Irrops
1039,3986437227,Baggage
1040,3468227722,Irrops
1041,6736140752,Voluntary_Change
1042,859197680,Irrops
1043,5941803863,Seating
1044,3536272126,Seating
1045,6658963363,Seating
1046,9980845443,Voluntary_Change
1047,26241257,Other_Topics
1048,6648096497,Voluntary_Change
1049,8091626783,Seating
