,call_id,agent_id,agent_tone,customer_tone,average_sentiment,silence_percent_average
194,9795806060,436472,neutral,polite,0.08,0.31
195,2338361322,915618,neutral,angry,0.0,0.14
196,7043032013,153460,neutral,frustrated,-0.07,0.09
197,5678060132,878048,calm,polite,0.01,0.66
198,9049645827,369972,neutral,angry,0.0,0.33
199,345016507,524049,neutral,frustrated,0.0,0.06
200,8984018889,814752,calm,angry,0.02,0.68
201,6761810180,153460,neutral,frustrated,0.0,0.0
202,1467423538,600666,neutral,polite,0.06,0.37
203,3994254298,828869,calm,angry,0.11,0.52
204,800257006,436472,frustrated,neutral,-0.36,0.23
205,7458094693,788537,neutral,frustrated,-0.1,0.17
206,2321172423,758927,neutral,frustrated,-0.1,0.02
207,2764587410,524049,calm,angry,0.1,0.53
208,7784917409,758927,calm,neutral,0.08,0.37
209,1841063213,215457,neutral,polite,0.07,0.7
210,9605740557,524049,neutral,frustrated,-0.12,0.07
211,9796254073,922729,neutral,neutral,0.0,0.09
212,3794126636,758927,neutral,angry,0.0,0.68
213,1940316635,499403,neutral,frustrated,-0.22,0.28
214,9252806416,289402,calm,angry,0.05,0.17
215,7062397166,462743,frustrated,angry,-0.39,0.07
216,7096455143,436472,neutral,polite,0.14,0.15
217,9424672408,524049,neutral,neutral,-0.15,0.35
218,7841630165,915618,neutral,frustrated,-0.1,0.0
219,7647377134,788537,neutral,polite,0.0,0.16
220,6445984989,215457,neutral,frustrated,-0.21,0.08
221,3324493822,289402,calm,angry,0.09,0.32
222,1090870234,814752,neutral,calm,-0.09,0.33
223,7130234576,153460,neutral,neutral,-0.01,0.45
224,4593315374,915618,neutral,polite,0.06,0.52
225,2637809196,825827,neutral,calm,0.0,0.21
226,2096708473,788537,neutral,frustrated,-0.02,0.42
227,7689704398,131036,neutral,frustrated,-0.03,0.34
228,6655849241,215457,neutral,polite,0.16,0.06
229,5401438897,274746,neutral,neutral,-0.04,0.55
230,9388435740,828869,neutral,polite,0.0,0.38
231,6626993147,758927,calm,frustrated,0.17,0.34
232,7655517504,922729,neutral,polite,0.14,0.02
233,3145934504,825827,neutral,polite,0.14,0.08
234,5123350455,499403,calm,angry,0.18,0.08
235,9042144641,922729,neutral,calm,-0.11,0.0
236,5551744814,825827,calm,frustrated,0.03,0.47
237,9653347069,758927,neutral,frustrated,0.0,0.62
238,6720432788,915618,neutral,neutral,-0.19,0.19
239,4330005094,788537,neutral,neutral,0.0,0.57
240,2109938587,499403,calm,polite,0.07,0.45
241,8804527058,289402,neutral,polite,0.0,0.28
242,750943900,814752,calm,frustrated,0.26,0.2
243,8139162586,215457,neutral,polite,0.13,0.18
244,6803900104,436472,calm,angry,0.04,0.43
245,9951665354,828869,neutral,angry,0.0,0.12
246,2095470727,153460,neutral,frustrated,-0.18,0.22
247,571689194,607742,calm,angry,0.11,0.16
248,7464282955,524049,neutral,frustrated,-0.14,0.26
249,8935422797,499403,calm,polite,0.07,0.08
250,6062040810,131036,calm,polite,0.01,0.37
251,268434877,462743,neutral,calm,-0.06,0.01
252,4069730994,878048,calm,neutral,0.16,0.53
253,2270967234,828869,neutral,frustrated,-0.05,0.22
254,8525506359,788537,calm,calm,0.04,0.69
255,438834035,524049,frustrated,frustrated,-0.33,0.29
256,7064050810,922729,calm,angry,0.11,0.18
257,1115998471,289402,neutral,neutral,-0.08,0.61
258,5997532308,499403,neutral,frustrated,0.0,0.3
259,8282302308,814752,calm,calm,0.2,0.22
260,3309013108,462743,neutral,neutral,0.0,0.3
261,949356313,215457,neutral,frustrated,-0.14,0.65
262,1023834783,436472,calm,calm,0.03,0.47
263,4573865210,915618,calm,frustrated,0.22,0.12
264,7879984493,499403,calm,polite,0.05,0.1
265,5973540535,758927,calm,polite,0.03,0.2
266,7472389791,524049,calm,polite,0.03,0.18
267,8136376492,878048,neutral,frustrated,0.0,0.36
268,6185985485,915618,neutral,frustrated,-0.04,0.29
269,7686758694,828869,neutral,calm,-0.05,0.38
270,299696522,131036,neutral,angry,-0.02,0.48
271,1453349038,289402,calm,polite,0.06,0.73
272,2967505967,274746,neutral,neutral,-0.22,0.3
273,173862056,758927,neutral,angry,-0.04,0.44
274,8994453170,524049,neutral,angry,-0.2,0.39
275,2394617095,524049,calm,calm,0.16,0.42
276,2232566071,814752,neutral,calm,0.0,0.37
277,6966145801,462743,neutral,frustrated,-0.07,0.49
278,9492238308,436472,calm,angry,0.19,0.73
279,9354619428,153460,calm,calm,0.39,0.08
280,549811816,878048,frustrated,polite,0.36,0.33
281,9172030030,499403,neutral,angry,-0.05,0.33
282,1436604074,607742,calm,angry,0.01,0.29
283,2441100841,274746,neutral,calm,-0.07,0.23
284,236200708,289402,neutral,frustrated,-0.16,0.5
285,1327030172,922729,neutral,polite,0.0,0.34
286,8089599224,814752,calm,angry,0.06,0.47
287,952819626,153460,frustrated,angry,-0.35,0.28
288,5985306243,915618,calm,neutral,0.07,0.25
289,3733146045,600666,neutral,angry,-0.05,0.39
290,2835288734,376343,neutral,angry,-0.03,0.2
291,7995645761,619806,neutral,polite,0.07,0.28
293,8230012626,663804,calm,polite,0.01,0.57
294,6933302571,645129,calm,neutral,0.1,0.54
295,4411281498,878048,calm,neutral,0.05,0.53
296,485976349,922729,calm,calm,0.19,0.17
297,3105257948,915618,neutral,frustrated,-0.04,0.09
298,8202367642,462743,neutral,angry,-0.07,0.46
299,9010341069,696673,neutral,frustrated,-0.08,0.28
300,8417820699,274746,calm,polite,0.01,0.24
301,1950793040,758927,neutral,frustrated,-0.15,0.05
302,2306900525,153460,frustrated,angry,-0.28,0.37
303,9231392705,192245,calm,calm,0.05,0.46
304,8577275427,376343,neutral,polite,0.02,0.45
305,5404690471,922729,frustrated,neutral,-0.37,0.33
306,3130119205,828869,neutral,frustrated,-0.05,0.08
307,1671923425,369972,neutral,neutral,-0.15,0.49
308,6758926619,758927,neutral,calm,0.0,0.42
309,6223201600,215457,frustrated,neutral,-0.33,0.6
310,8420443366,645129,neutral,calm,-0.12,0.25
311,2905834995,819946,neutral,polite,0.23,0.01
312,3041785914,814752,neutral,polite,0.12,0.6
313,9101509647,436472,frustrated,angry,-0.29,0.24
314,9864602260,828869,neutral,frustrated,-0.07,0.03
315,9184612791,524049,calm,angry,0.1,0.56
316,3490105367,915618,neutral,angry,-0.09,0.52
317,4760241752,274746,frustrated,neutral,-0.27,0.1
318,6218069933,619806,neutral,frustrated,-0.22,0.15
319,7372830762,663804,neutral,neutral,0.0,0.12
320,8535860643,782403,calm,polite,0.06,0.03
321,1169068270,349957,neutral,frustrated,0.0,0.03
322,5038767938,391212,calm,calm,0.04,0.14
323,8511714437,645129,neutral,polite,0.25,0.33
324,8466115310,880532,neutral,calm,-0.06,0.75
325,5696358332,825827,neutral,calm,-0.07,0.18
326,846754772,819946,calm,neutral,0.09,0.01
327,6686149196,290097,calm,neutral,0.03,0.12
328,1409564740,926550,neutral,polite,0.14,0.54
329,1611351833,390819,neutral,calm,0.0,0.09
330,3287832914,619806,calm,angry,0.18,0.11
331,5600353623,696673,neutral,calm,-0.03,0.12
332,663217147,619806,neutral,neutral,-0.05,0.18
333,427079885,663804,neutral,angry,-0.06,0.19
334,8485536310,436472,neutral,neutral,-0.02,0.36
335,7105822425,369972,calm,frustrated,0.03,0.26
336,9595071536,131036,neutral,polite,0.0,0.48
337,7119272785,663804,neutral,angry,-0.01,0.56
338,6810211136,696673,neutral,neutral,-0.11,0.52
339,5339333381,645129,calm,neutral,0.08,0.09
340,7614907728,782403,neutral,calm,-0.14,0.03
341,3604539305,619806,neutral,angry,-0.15,0.01
342,5534843325,819946,neutral,polite,0.0,0.13
343,8276695280,349957,neutral,angry,-0.1,0.14
344,687556900,391212,calm,frustrated,0.11,0.03
345,5466287134,462743,calm,calm,0.09,0.13
346,1253621904,131036,neutral,frustrated,0.0,0.79
347,3789748403,153460,neutral,neutral,-0.19,0.23
348,4970876319,619806,neutral,angry,-0.2,0.1
349,9828738615,696673,calm,angry,0.01,0.08
350,7081137526,915618,neutral,angry,-0.11,0.16
351,4934241471,825827,neutral,frustrated,-0.07,0.08
352,1590339143,600666,calm,frustrated,0.13,0.26
353,9709475383,376343,calm,polite,0.17,0.28
354,1462589917,153460,neutral,angry,-0.13,0.32
355,2643601418,619806,neutral,neutral,-0.06,0.29
356,1057239242,788537,neutral,calm,-0.16,0.5
357,2978905220,131036,neutral,neutral,0.0,0.77
358,4222898900,814752,neutral,neutral,-0.11,0.11
359,3125638637,436472,calm,neutral,0.11,0.38
360,14764275,369972,neutral,calm,-0.08,0.13
361,7964383770,825827,frustrated,calm,-0.34,0.37
362,8239277807,499403,calm,angry,0.02,0.25
363,5928177354,915618,neutral,frustrated,-0.05,0.63
364,2929358043,462743,calm,neutral,0.08,0.55
365,3787467796,376343,neutral,neutral,-0.05,0.31
366,2442834385,645129,calm,calm,0.05,0.43
367,7482936234,788537,neutral,angry,-0.02,0.24
368,2057129972,600666,frustrated,frustrated,-0.31,0.08
369,4107382830,663804,calm,frustrated,0.09,0.13
370,3893107295,696673,neutral,angry,-0.04,0.26
371,9929777947,462743,neutral,frustrated,-0.02,0.43
372,7610691428,215457,calm,calm,0.08,0.1
373,705688661,192245,neutral,calm,0.0,0.22
374,4570026865,819946,neutral,frustrated,-0.03,0.71
375,4061527463,782403,neutral,calm,0.0,0.35
376,9104935345,349957,neutral,angry,-0.14,0.14
377,5454921383,825827,calm,angry,0.24,0.39
378,7244942091,788537,neutral,polite,0.16,0.7
379,499739773,215457,neutral,neutral,-0.18,0.39
380,1983643964,436472,calm,frustrated,0.08,0.14
381,4310184216,607742,neutral,polite,0.01,0.39
382,4188769806,600666,calm,angry,0.05,0.12
383,90535132,369972,neutral,neutral,0.0,0.42
384,1448159038,663804,neutral,calm,-0.15,0.33
385,2957601500,825827,neutral,neutral,0.0,0.16
386,5979620121,619806,neutral,neutral,-0.14,0.54
387,356494474,645129,neutral,calm,-0.12,0.17
388,8753344381,696673,neutral,frustrated,-0.21,0.02
389,3721722419,915618,neutral,calm,-0.06,0.03
390,7882064642,215457,calm,polite,0.03,0.45
391,7161945208,825827,calm,angry,0.14,0.57
392,7191631027,788537,calm,calm,0.03,0.29
393,8695597728,131036,frustrated,frustrated,-0.47,0.18
394,301377921,436472,neutral,polite,0.05,0.26
395,4887800277,600666,calm,frustrated,0.11,0.38
396,1832311010,663804,neutral,calm,-0.19,0.16
397,2607595464,192245,calm,frustrated,0.06,0.12
398,5470656030,782403,calm,frustrated,0.06,0.29
399,1256639207,696673,calm,angry,0.11,0.21
400,6566436487,915618,neutral,calm,-0.12,0.33
401,6670386239,788537,calm,calm,0.05,0.05
402,674943032,289402,neutral,calm,-0.14,0.45
403,9708935303,825827,calm,angry,0.04,0.24
404,3492978583,131036,neutral,calm,-0.05,0.42
405,2882870170,462743,calm,frustrated,0.24,0.43
406,9650167769,153460,neutral,neutral,-0.12,0.2
407,1006836028,788537,calm,polite,0.27,0.79
408,4957177862,915618,neutral,frustrated,0.0,0.18
409,9046868048,814752,neutral,neutral,0.0,0.45
410,4350015240,215457,neutral,polite,0.05,0.33
411,2835524012,600666,angry,angry,-0.55,0.22
412,2985864921,619806,neutral,calm,-0.08,0.49
413,9844811794,645129,neutral,polite,0.09,0.3
414,73275311,825827,calm,neutral,0.06,0.15
415,3299505695,696673,neutral,angry,-0.19,0.25
416,2394268643,600666,neutral,angry,-0.05,0.29
417,9842293950,915618,neutral,neutral,-0.03,0.06
418,559792899,131036,calm,polite,0.03,0.19
419,2616214505,215457,calm,calm,0.35,0.06
420,6984753592,663804,neutral,angry,0.0,0.22
421,9773233639,192245,neutral,frustrated,-0.12,0.05
422,7832870294,915618,neutral,frustrated,-0.17,0.19
423,2504838636,131036,calm,angry,0.03,0.24
424,8388730936,814752,neutral,polite,0.0,0.06
425,3709853620,462743,neutral,frustrated,-0.02,0.15
426,2910371853,215457,neutral,polite,0.07,0.16
427,146835369,819946,calm,frustrated,0.06,0.26
428,5231622330,782403,calm,frustrated,0.07,0.01
429,6455833257,349957,neutral,angry,-0.02,0.22
430,5447500829,391212,neutral,neutral,-0.01,0.69
431,2542830760,880532,calm,calm,0.04,0.21
432,8354795813,290097,neutral,calm,0.0,0.51
433,2906538157,926550,calm,angry,0.09,0.04
434,2544893996,153460,calm,neutral,0.05,0.45
435,1478363853,192245,frustrated,polite,0.27,0.21
436,6280508057,390819,frustrated,polite,0.29,0.57
437,3993821881,293576,neutral,calm,0.0,0.29
438,2350236185,825827,frustrated,angry,-0.32,0.48
439,2000016087,814752,neutral,calm,-0.08,0.15
440,8569640234,915618,neutral,neutral,0.0,0.04
441,7313285309,436472,calm,angry,0.02,0.35
442,9346438155,825827,neutral,neutral,-0.09,0.14
443,9058710722,788537,neutral,neutral,-0.06,0.37
444,8752269269,915618,neutral,polite,0.17,0.4
445,5590783122,462743,calm,angry,0.04,0.25
446,4021928120,663804,calm,polite,0.14,0.14
447,2333945664,782403,calm,calm,0.12,0.26
448,7650547137,825827,neutral,neutral,-0.14,0.5
449,3748862526,131036,calm,frustrated,0.12,0.47
450,4288010087,814752,neutral,polite,0.14,0.37
451,8646387952,462743,calm,frustrated,0.09,0.44
452,7916748872,600666,neutral,frustrated,-0.07,0.13
453,4754792346,663804,calm,calm,0.02,0.1
454,8248527694,369972,neutral,angry,-0.07,0.21
455,8370009226,645129,calm,polite,0.06,0.31
456,2560410812,192245,neutral,frustrated,0.0,0.65
457,3506152347,349957,calm,frustrated,0.03,0.25
458,6396575284,499403,neutral,calm,-0.05,0.45
459,8850613795,814752,neutral,frustrated,-0.07,0.18
460,1364537245,819946,neutral,calm,-0.11,0.1
461,873442489,600666,neutral,polite,0.05,0.18
462,9682222544,376343,calm,angry,0.04,0.25
463,6154055520,915618,calm,polite,0.03,0.42
464,9066942076,369972,calm,frustrated,0.02,0.39
465,6175469461,663804,neutral,angry,-0.19,0.17
466,2208482545,782403,neutral,neutral,-0.06,0.5
467,3195348900,436472,frustrated,calm,-0.36,0.23
468,1860113835,391212,calm,polite,0.06,0.01
469,8104918573,880532,neutral,polite,0.08,0.14
470,6169785491,290097,neutral,neutral,0.0,0.13
471,8349540651,215457,neutral,frustrated,-0.22,0.11
472,9656410826,607742,neutral,angry,-0.13,0.09
473,6062347990,619806,neutral,angry,0.0,0.57
474,4831840075,192245,neutral,angry,-0.04,0.1
475,3644508975,788537,neutral,neutral,0.0,0.1
476,3777145088,499403,neutral,frustrated,0.0,0.52
477,1921009834,436472,neutral,polite,0.06,0.39
478,8486001848,607742,calm,frustrated,0.09,0.31
479,6392162386,619806,neutral,polite,0.02,0.35
480,6429863409,192245,calm,angry,0.11,0.57
481,5996542744,819946,neutral,frustrated,-0.09,0.3
482,9977138327,788537,neutral,calm,-0.02,0.19
483,6756668322,436472,neutral,calm,-0.04,0.14
484,7825347813,131036,calm,polite,0.09,0.47
485,8502966098,600666,neutral,calm,-0.07,0.0
486,2026080223,215457,neutral,polite,0.25,0.85
487,5720687391,376343,calm,calm,0.09,0.22
488,9512148049,663804,calm,neutral,0.14,0.0
489,3950750222,696673,neutral,angry,-0.03,0.77
490,8286652904,289402,neutral,polite,0.0,0.15
491,9262204602,600666,neutral,calm,-0.15,0.48
492,7692676121,369972,neutral,polite,0.02,0.05
493,6803937559,663804,neutral,frustrated,-0.14,0.19
494,1662111148,192245,neutral,angry,-0.22,0.08
495,266985990,289402,neutral,frustrated,-0.06,0.25
496,773151267,499403,calm,frustrated,0.19,0.4
497,7493323122,814752,calm,calm,0.08,0.05
498,9012394118,153460,neutral,angry,-0.06,0.37
499,362750685,376343,calm,polite,0.02,0.09
500,5981560581,349957,neutral,neutral,-0.06,0.13
501,1143829121,131036,neutral,angry,-0.04,0.31
502,7059404951,462743,calm,calm,0.11,0.54
503,3383961401,499403,calm,neutral,0.05,0.15
504,2446607705,814752,neutral,neutral,-0.05,0.17
505,3991135980,436472,neutral,calm,0.0,0.29
506,470323524,915618,neutral,calm,-0.04,0.46
507,2699774470,153460,neutral,polite,0.0,0.18
508,6768679104,600666,neutral,neutral,0.0,0.1
509,5231674066,436472,calm,frustrated,0.14,0.38
510,9991021433,607742,calm,frustrated,0.07,0.2
511,6764809453,376343,calm,polite,0.11,0.03
512,5844224803,663804,calm,frustrated,0.09,0.25
513,4817218180,600666,neutral,neutral,-0.1,0.17
514,8372195846,376343,calm,polite,0.08,0.49
515,6581525192,915618,frustrated,polite,0.31,0.16
516,5227016273,600666,neutral,neutral,-0.13,0.49
517,2635661305,619806,calm,frustrated,0.02,0.12
518,6800684041,369972,neutral,polite,0.03,0.16
519,1973627202,663804,calm,calm,0.13,0.37
520,6289186261,645129,calm,frustrated,0.04,0.28
521,4574787592,192245,calm,frustrated,0.14,0.15
522,8986373828,819946,neutral,angry,-0.21,0.57
523,5832281313,131036,neutral,neutral,-0.01,0.41
524,6028861355,915618,calm,polite,0.08,0.49
525,2241239101,825827,neutral,polite,0.0,0.52
526,5408963287,788537,neutral,calm,-0.19,0.4
527,6292077444,499403,calm,neutral,0.03,0.41
528,7303703267,814752,calm,polite,0.11,0.19
529,4925500008,462743,neutral,frustrated,-0.05,0.07
530,506312934,153460,neutral,calm,-0.08,0.6
531,5345949369,607742,neutral,neutral,-0.02,0.4
532,4244937783,376343,calm,polite,0.03,0.5
533,7443211386,600666,neutral,frustrated,-0.04,0.74
534,6952076532,619806,neutral,frustrated,0.0,0.05
535,3509632692,696673,neutral,calm,0.0,0.18
536,6054828967,289402,neutral,neutral,-0.07,0.35
537,2743963352,462743,calm,angry,0.11,0.24
538,3819142891,915618,neutral,neutral,-0.04,0.18
539,1781122902,499403,neutral,polite,0.13,0.84
540,5246955663,215457,neutral,angry,0.0,0.07
541,3639369357,619806,calm,neutral,0.08,0.38
542,4222807940,825827,calm,calm,0.05,0.57
543,1967322792,289402,calm,calm,0.04,0.28
